Nome prodotto,Macro (lubrificanti / ausiliari per industria),Categoria / Categorie di appartenenza,Sottocategoria / Sottocategorie di appartenenza,Marchio,Descrizione prodotto (facoltativa),Applicazione,Osservazione,Note
AQUA-QUENCH 364,Fluidi industriali,Trattamenti termici,Solubile in acqua,Quaker Houghton,Polimero da tempra base PAG,,,HT|PM QU|PAG
METALINA B 3650,Fluidi industriali,Emulsionabili e solubili per asportazione truciolo,Solubile in acqua,Quaker Houghton,"Metalina B 3650 è idoneo per tutte  le operazioni gravose di asportazione truciolo e rettifica su acciai legati, ghise e alluminio. La speciale formulazione consente di operare anche in presenza di acque dolci. Esente olio.",,,MS|SYNTE|GRINDING
METALINA B 800,Fluidi industriali,Emulsionabili e solubili per asportazione truciolo,Solubile in acqua,Quaker Houghton,Metalina B 800 è idoneo per tutte  le operazioni gravose di asportazione truciolo su  acciai legati e ghise. La sua particolare additivazione consente  operazioni medio leggere su leghe di alluminio aeronautico.   ,,,MS|SYNTE|GRINDING
METALINA D 299,Fluidi industriali,Emulsionabili e solubili per asportazione truciolo,Solubile in acqua,Quaker Houghton,Metalina D 299 è idoneo per tutte  le operazioni di rettifica e lapidellatura  su acciai legati e ghise. ,,,MS|SYNTE|GRINDING
MIRECIDE KW/650,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antibatterico,,,SA|OT SA|OTH SPECIALTY ADDIT
MWO ADDITIVE AC 383,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anticorrosivo,,,SA|TS AD|ANTI-CORROSION
MWO ADDITIVE AC 39,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anticorrosivo,,,SA|TS AD|ANTI-CORROSION
MWO ADDITIVE AF 2251,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWO ADDITIVE AM 2250,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antinebbia,,,SA|TS AD|ANTI-MIST
MWO ADDITIVE AO 1801,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anti ossidante,,,SA|TS AD|ANTI-OXIDANT
MWO ADDITIVE AO 1802,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anti ossidante,,,SA|TS AD|ANTI-OXIDANT
MWO ADDITIVE AO 1803,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anti ossidante,,,SA|TS AD|ANTI-OXIDANT
MWO ADDITIVE AO 201,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anti ossidante,,,SA|TS AD|ANTI-OXIDANT
MWO ADDITIVE AW 110,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo antiusura,,,SA|TS AD|ANTI-WEAR
MWO ADDITIVE DD 202,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo de-emulsionante,,,SA|TS AD|DE-EMULSIFIERS
MWO ADDITIVE EC 416,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo lubrificante,,,SA|TS AD|LUBRICITY ADDITIVES
MWO ADDITIVE EP 1602,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 201,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 218,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 2205,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 2230,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 2380,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,#N/A
MWO ADDITIVE EP 2410,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 2420,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 2600,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 2805,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 400,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 408,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 583,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 5835 BG-GTL,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 5937,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 617,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWO ADDITIVE EP 912,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|OT SA|OTH SPECIALTY ADDIT
MWO ADDITIVE LC 401 ,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo de-emulsionante,,,#N/A
MWS ADDITIVE AC 3205,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anticorrosivo,,,SA|TS AD|ANTI-CORROSION
MWS ADDITIVE AC 3206,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anticorrosivo,,,SA|TS AD|ANTI-CORROSION
MWS ADDITIVE AC 3207,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anticorrosivo,,,SA|TS AD|ANTI-CORROSION
MWS ADDITIVE AC 3208,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anticorrosivo,,,SA|TS AD|ANTI-CORROSION
MWS ADDITIVE AF 200,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 201,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 2124,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 2220,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 2290,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 4572,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 60,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 6681,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 93,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE AF 94,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
MWS ADDITIVE EM 2,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo emulsionante,,,SA|TS AD|EMULSIFIERS
MWS ADDITIVE EM 202,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo emulsionante,,,SA|TS AD|EMULSIFIERS
MWS ADDITIVE EM 3646,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo emulsionante,,,SA|TS AD|EMULSIFIERS
MWS ADDITIVE EM2,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo emulsionante,,,SA|TS AD|EMULSIFIERS
MWS ADDITIVE EP 3201,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWS ADDITIVE EP 4730,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWS ADDITIVE EP 4800,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
MWS ADDITIVE FL 3201,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo de-emulsionante,,,SA|TS AD|DE-EMULSIFIERS
MWS ADDITIVE FL 3664,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo de-emulsionante,,,SA|TS AD|DE-EMULSIFIERS
MWS ADDITIVE HDU 01,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo de-emulsionante,,,SA|TS AD|DE-EMULSIFIERS
MWS ADDITIVE PH 201,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo alcalinizzante,,,SA|TS AD|ALKALINITY BOOSTERS
MWS ADDITIVE PH 3000,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo alcalinizzante,,,SA|TS AD|ALKALINITY BOOSTERS
MWS ADDITIVE PH 3203,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo alcalinizzante,,,SA|TS AD|ALKALINITY BOOSTERS
MWS ADDITIVE PH 4000,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo alcalinizzante,,,SA|TS AD|ALKALINITY BOOSTERS
MWS ADDITIVE PH 795,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo alcalinizzante,,,SA|TS AD|ALKALINITY BOOSTERS
Orion 150,Fluidi industriali,Lavanti,Base solvente,Quaker Houghton,Fluido di lavaggio base solvente,,,#N/A
DIE SLICK ZN 16014 O,Fluidi industriali,Pressocolata,Distaccante water free,Quaker Houghton,Distaccante ad elevate prestazioni per pressocolata/pressofusione di leghe di zinco da diluire in acqua.,,,#N/A
DIE-SLICK AH-60,Fluidi industriali,Pressocolata,Distaccante water free,Quaker Houghton,Distaccante ad elevate prestazioni per pressocolata/pressofusione senz'acqua water-free per applicazioni minimali.,,,DC|OT DC|OTHER
DIE-SLICK AH-K54,Fluidi industriali,Pressocolata,Distaccante water free,Quaker Houghton,Distaccante ad elevate prestazioni per pressocolata/pressofusione senz'acqua water-free per applicazioni minimali.,,,DC|OT DC|OTHER
Plunger Slick 250,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,#N/A
PLUNGER SLICK 250E,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
PLUNGER SLICK 30 E,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
PLUNGER SLICK 500,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
PLUNGER SLICK 800,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
PLUNGER SLICK 808 G,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
PLUNGER SLICK PG10,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
PLUNGER SLICK PG20,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
PLUNGER SLICK PN 15 ,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,#N/A
PLUNGER SLICK V 200EHT,Fluidi industriali,Pressocolata,Olio per pistone,Quaker Houghton,Olio di elevata qualità per la lubrifica di sistemi pistone-contenitore pressocolata camera fredda,,,DC|PL LU|PLUNGER LUBRICANTS
QH ADDITIVE 4920 EM2,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo emulsionante,,,SA|TS AD|EMULSIFIERS
QH ADDITIVE AC 2982,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo anticorrosivo,,,SA|TS AD|ANTI-CORROSION
QH ADDITIVE EM 6050,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo lubrificante,,,SA|TS AD|LUBRICITY ADDITIVES
QH ADDITIVE L 5000,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Additivo antischiuma,,,SA|TS AD|ANTI-FOAM
QH ADDITIVE LUB 2300,Fluidi industriali,Additivi,Additivi,Quaker Houghton,Addtivo estrema pressione,,,SA|TS AD|EXTREME PRESSURE
HOUGHTO-DRAW 7079,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,Prodotto per stampaggio profondo Fe e Al ( Visc. 90 a 40° cst),,,FM|ST BL|WATER BASED
HOUGHTO-DRAW WD 201,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,La serie HOUGHTO-DRAW® WD di Quaker Houghton dispone di un composto per trafilatura con prestazioni comprovate. La nostra versatile linea di composti disperdibili in acqua offre eccellenti proprietà lubrificanti per fili puliti e lucidi.,,,RW|WD NF|WATER BASED
HOUGHTO-DRAW WD 44,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,La serie HOUGHTO-DRAW® WD di Quaker Houghton dispone di un composto per trafilatura con prestazioni comprovate. La nostra versatile linea di composti disperdibili in acqua offre eccellenti proprietà lubrificanti per fili puliti e lucidi.,,,RW|WD NF|WATER BASED
HOUGHTO-DRAW WD BS,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,La serie HOUGHTO-DRAW® WD di Quaker Houghton dispone di un composto per trafilatura con prestazioni comprovate. La nostra versatile linea di composti disperdibili in acqua offre eccellenti proprietà lubrificanti per fili puliti e lucidi.,,,RW|WD NF|WATER BASED
HOUGHTO-DRAW WD MM 40,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,La serie HOUGHTO-DRAW® WD di Quaker Houghton dispone di un composto per trafilatura con prestazioni comprovate. La nostra versatile linea di composti disperdibili in acqua offre eccellenti proprietà lubrificanti per fili puliti e lucidi.,,,RW|WD NF|WATER BASED
HOUGHTO-DRAW WD SZ 3,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,La serie HOUGHTO-DRAW® WD di Quaker Houghton dispone di un composto per trafilatura con prestazioni comprovate. La nostra versatile linea di composti disperdibili in acqua offre eccellenti proprietà lubrificanti per fili puliti e lucidi.,,,FM|DR IR|WATER BASED
HOUGHTO-DRAW WD SZ 5,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,La serie HOUGHTO-DRAW® WD di Quaker Houghton dispone di un composto per trafilatura con prestazioni comprovate. La nostra versatile linea di composti disperdibili in acqua offre eccellenti proprietà lubrificanti per fili puliti e lucidi.,,,RW|WD NF|OTHER
QH PRESSMAX WE 6876,Fluidi industriali,Deformazione a freddo,Emulsionabile,Quaker Houghton,QH PRESSMAX™ WE 6876 è un olio emulsionabile a base estere per operazioni di stampaggio che contiene speciali additivi lubrificanti di estrema pressione e inibitori di corrosione.,QH PRESSMAX™ WE 6876 è un olio solubile che può essere impiegato per operazioni di imbutitura gravosa. QH PRESSMAX™ WE 6876 offre un potere lubrificante e caratteristiche EP estremamente elevate ed è quindi adatto alla lavorazione di acciai legati e acciai inossidabili.,,FM|DR IR|WATER BASED
QH PRESSMAX FSL 1960 ,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,#N/A
QH PRESSMAX FWW 1550,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 1635,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 1730,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 2100,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 2260,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3401,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3403,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,#N/A
QH PRESSMAX FWW 3405,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3501,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3502,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3601,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3602,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3608,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3770,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3831,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 3872,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 5602,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 801,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 802.02,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FWW 8605,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX™ FSL 7940,Fluidi industriali,Stampaggio a caldo,Acqua - Bianco,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua esente grafite,,,FG|NO GR|NON GRAPHITED WATER
QH PRESSMAX FSL 8940,Fluidi industriali,Stampaggio a caldo,Acqua - Grafite,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua contenente grafite,,,FG|GRAPH|GRAPHITED WATER
QH PRESSMAX FWG 1402,Fluidi industriali,Stampaggio a caldo,Acqua - Grafite,Quaker Houghton,Fluido da stampaggio a caldo solubile in acqua contenente grafite,,,FG|GRAPH|GRAPHITED WATER
